retro_native_rank	supplier_id	consumer_id	supplier_name	consumer_name	supplier_family	consumer_family	score	supplier_is_retro50	consumer_is_retro50	legacy_policy_eligible	new_same_parent_family_expansion	candidate_origin	r386_disposition	r386_raw_native_rank	current_adjudication_state	completed_product_id	needs_fresh_adjudication	interface_matches	addressed_weaknesses	shared_domains
2440	LCB-K037	PARENT:R023_M421_M428_CORMA	LiquidityStateEngineV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision,reduction,resilience
2441	LCB-K039	PARENT:R023_M421_M428_CORMA	CutQueryCompressorV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision,reduction,resilience
2442	LCB-K041	PARENT:R001_C313_BPISD	ActiveThresholdSensingV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		confounding,decision,measurement
2443	LCB-K041	PARENT:R023_M421_M428_CORMA	ActiveThresholdSensingV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision,transfer
2444	LCB-K041	PARENT:R037_SUPPORT_COVARIANCE_SACPS	ActiveThresholdSensingV0	R037_SUPPORT_COVARIANCE_SACPS	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision,transfer
2445	LCB-K041	PARENT:R038_DECISION_HEDGE_DHCC	ActiveThresholdSensingV0	R038_DECISION_HEDGE_DHCC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision,transfer
2446	LCB-K043	PARENT:R001_C313_BPISD	DesignAwareRandomizationInferenceV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		confounding,decision,measurement
2447	LCB-K046	PARENT:R001_C313_BPISD	TargetPopulationAnchorCalibratorV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		confounding,decision,measurement
2448	LCB-K047	PARENT:R020_P848_P851_SCCRT	AtomicComplementaryCommitV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2449	LCB-K048	PARENT:R040_M147_SALC	MultiFidelityBudgetControllerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2450	LCB-K049	PARENT:R023_M421_M428_CORMA	BarrierAwareTransitionPlannerV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2451	LCB-K049	PARENT:R040_M147_SALC	BarrierAwareTransitionPlannerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2452	LCB-K050	PARENT:R020_P848_P851_SCCRT	ResilientFlowRouterV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2453	LCB-K050	PARENT:R027_S426_S427_MIFF	ResilientFlowRouterV0	R027_S426_S427_MIFF	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,transport
2454	LCB-K052	PARENT:R001_C313_BPISD	BurstAwareSamplerV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		confounding,decision,measurement
2455	LCB-K055	PARENT:R023_M421_M428_CORMA	InterfaceWidthOptimizerV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2456	LCB-K055	PARENT:R040_M147_SALC	InterfaceWidthOptimizerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2457	LCB-K056	PARENT:R040_M147_SALC	BurdenReliefControllerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2458	LCB-K058	PARENT:R023_M421_M428_CORMA	SafeProblemReducerV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision,reduction,resilience
2459	LCB-K059	PARENT:R023_M421_M428_CORMA	ArrivalFrontierEngineV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision,reduction,resilience
2460	LCB-K061	PARENT:R041_CONSTRAINED_POLICY_CAPL	RiskShiftContractGuardV0	R041_CONSTRAINED_POLICY_CAPL	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	gate		calibration,risk
2461	LCB-K065	PARENT:R020_P848_P851_SCCRT	InformationProductionEquilibriumGuardV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision
2462	LCB-K066	PARENT:R023_M421_M428_CORMA	EffectiveComplexityMeterV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		decision,reduction,resilience
2463	LCB-K068	PARENT:R023_M421_M428_CORMA	AdmissibleShiftRobustOptimizerV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2464	LCB-K068	PARENT:R040_M147_SALC	AdmissibleShiftRobustOptimizerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2465	LCB-K070	PARENT:R001_C313_BPISD	GroundTruthFreeRiskTunerV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		confounding,decision,measurement
2466	LCB-K073	PARENT:R003_C333_RIC	ConsumableSafeguardStateV0	R003_C333_RIC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,transfer
2467	LCB-K073	PARENT:R007_C349_BICC	ConsumableSafeguardStateV0	R007_C349_BICC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,transfer
2468	LCB-K073	PARENT:R013_C376_OWNM	ConsumableSafeguardStateV0	R013_C376_OWNM	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,transfer
2469	LCB-K073	PARENT:R023_M421_M428_CORMA	ConsumableSafeguardStateV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,decision,reduction,resilience,transfer
2470	LCB-K073	PARENT:R028_S418_S439_TDSX	ConsumableSafeguardStateV0	R028_S418_S439_TDSX	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		calibration,decision,transfer
2471	LCB-K073	PARENT:R037_SUPPORT_COVARIANCE_SACPS	ConsumableSafeguardStateV0	R037_SUPPORT_COVARIANCE_SACPS	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,decision,transfer
2472	LCB-K073	PARENT:R038_DECISION_HEDGE_DHCC	ConsumableSafeguardStateV0	R038_DECISION_HEDGE_DHCC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,decision,transfer
2473	LCB-K073	PARENT:R045_TARGET_MEMORY_ATRC	ConsumableSafeguardStateV0	R045_TARGET_MEMORY_ATRC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation		audit,calibration,transfer
2474	LCB-K074	PARENT:R020_P848_P851_SCCRT	InformationSearchTippingGuardV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		calibration,decision
2475	LCB-K076	PARENT:R020_P848_P851_SCCRT	ModeConversionRouterV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2476	LCB-K078	PARENT:R020_P848_P851_SCCRT	AtomicPackageExecutionV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2477	LCB-K083	PARENT:R020_P848_P851_SCCRT	CodedBottleneckRouterV0	R020_P848_P851_SCCRT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2478	LCB-K084	PARENT:R001_C313_BPISD	DecisionWeightedCalibrationV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2479	LCB-K084	PARENT:R005_P572_SLERM	DecisionWeightedCalibrationV0	R005_P572_SLERM	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2480	LCB-K084	PARENT:R008_E612_E613_LGID	DecisionWeightedCalibrationV0	R008_E612_E613_LGID	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		calibration	calibration
2481	LCB-K084	PARENT:R024_M423_M426_BRED	DecisionWeightedCalibrationV0	R024_M423_M426_BRED	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		calibration	calibration
2482	LCB-K084	PARENT:R027_S426_S427_MIFF	DecisionWeightedCalibrationV0	R027_S426_S427_MIFF	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2483	LCB-K084	PARENT:R033_M420_OASRD	DecisionWeightedCalibrationV0	R033_M420_OASRD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2484	LCB-K084	PARENT:R034_P435_RSPI	DecisionWeightedCalibrationV0	R034_P435_RSPI	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2485	LCB-K084	PARENT:R039_DECISION_BELIEF_DSBC	DecisionWeightedCalibrationV0	R039_DECISION_BELIEF_DSBC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2486	LCB-K084	PARENT:R040_M147_SALC	DecisionWeightedCalibrationV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2487	LCB-K084	PARENT:R042_PREDICTIVE_STATE_PSCT	DecisionWeightedCalibrationV0	R042_PREDICTIVE_STATE_PSCT	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2488	LCB-K084	PARENT:R047_MORTGAGE_COMPETING_MCRIS	DecisionWeightedCalibrationV0	R047_MORTGAGE_COMPETING_MCRIS	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision
2489	LCB-K086	PARENT:R040_M147_SALC	TestingWealthControllerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2490	LCB-K088	PARENT:R001_C313_BPISD	CandidateSetDecoderV0	R001_C313_BPISD	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence		confounding,decision,measurement
2491	LCB-K090	PARENT:R023_M421_M428_CORMA	ObservabilityCoveragePlannerV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2492	LCB-K090	PARENT:R040_M147_SALC	ObservabilityCoveragePlannerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2493	LCB-K091	PARENT:R023_M421_M428_CORMA	ReachAvoidViabilityPlannerV0	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	calibration,decision
2494	LCB-K091	PARENT:R040_M147_SALC	ReachAvoidViabilityPlannerV0	R040_M147_SALC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	decision,uncertainty
2495	LCB-R50-039	PARENT:R023_M421_M428_CORMA	constraint-preserving conditional fiber sampling	R023_M421_M428_CORMA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		decision,reduction,resilience
2496	LCB-R50-067	PARENT:R008_E612_E613_LGID	future-equivalence representative-state dynamic programming	R008_E612_E613_LGID	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	support	control,support
2497	LCB-R50-067	PARENT:R014_S781_S792_ACSA	future-equivalence representative-state dynamic programming	R014_S781_S792_ACSA	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	support	control,support
2498	LCB-R50-067	PARENT:R018_M866_M880_MCSC	future-equivalence representative-state dynamic programming	R018_M866_M880_MCSC	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	support	control,support
2499	LCB-R50-137	PARENT:R013_C376_OWNM	renegotiation-aware commitment valuation	R013_C376_OWNM	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	calibration	calibration,incentive
2500	LCB-R50-137	PARENT:R028_S418_S439_TDSX	renegotiation-aware commitment valuation	R028_S418_S439_TDSX	LCB_KERNEL	FOUNDRY_PARENT	20.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	representation	calibration	calibration,decision
2501	PARENT:IM178_IM326_TWMR	PARENT:R028_S418_S439_TDSX	IM178_IM326_TWMR	R028_S418_S439_TDSX	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	representation		calibration,decision
2502	PARENT:IM306_IM222_HMRM	PARENT:R001_C313_BPISD	IM306_IM222_HMRM	R001_C313_BPISD	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True		resilience	resilience
2503	PARENT:IM306_IM222_HMRM	PARENT:R033_M420_OASRD	IM306_IM222_HMRM	R033_M420_OASRD	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True		resilience	resilience
2504	PARENT:IM306_IM222_HMRM	PARENT:R039_DECISION_BELIEF_DSBC	IM306_IM222_HMRM	R039_DECISION_BELIEF_DSBC	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True		resilience	resilience
2505	PARENT:IM306_IM222_HMRM	PARENT:R040_M147_SALC	IM306_IM222_HMRM	R040_M147_SALC	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True		resilience	resilience
2506	PARENT:IM306_IM222_HMRM	PARENT:R042_PREDICTIVE_STATE_PSCT	IM306_IM222_HMRM	R042_PREDICTIVE_STATE_PSCT	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True		resilience	resilience
2507	PARENT:IM306_IM222_HMRM	PARENT:R047_MORTGAGE_COMPETING_MCRIS	IM306_IM222_HMRM	R047_MORTGAGE_COMPETING_MCRIS	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True		resilience	resilience
2508	PARENT:IM334_IM094_DRE	PARENT:R003_C333_RIC	IM334_IM094_DRE	R003_C333_RIC	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence		calibration,transfer
2509	PARENT:IM334_IM094_DRE	PARENT:R007_C349_BICC	IM334_IM094_DRE	R007_C349_BICC	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence		calibration,transfer
2510	PARENT:IM334_IM094_DRE	PARENT:R013_C376_OWNM	IM334_IM094_DRE	R013_C376_OWNM	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence		calibration,transfer
2511	PARENT:IM406_IM037_ACRA	PARENT:R003_C333_RIC	IM406_IM037_ACRA	R003_C333_RIC	FOUNDRY_PARENT	FOUNDRY_PARENT	20.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence		calibration,integrality
2512	PARENT:R001_C313_BPISD	FOUNDRY:P017	R001_C313_BPISD	P017 RECS	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2513	PARENT:R001_C313_BPISD	FOUNDRY:P027	R001_C313_BPISD	P027 IDAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2514	PARENT:R001_C313_BPISD	FOUNDRY:P028	R001_C313_BPISD	P028 REIS	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2515	PARENT:R001_C313_BPISD	FOUNDRY:P033	R001_C313_BPISD	P033 CATF	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2516	PARENT:R001_C313_BPISD	FOUNDRY:P037	R001_C313_BPISD	P037 MCST	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2517	PARENT:R001_C313_BPISD	FOUNDRY:P040	R001_C313_BPISD	P040 BAPC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2518	PARENT:R001_C313_BPISD	FOUNDRY:P050	R001_C313_BPISD	P050 CPWT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2519	PARENT:R001_C313_BPISD	FOUNDRY:P059	R001_C313_BPISD	P059 SBTE	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2520	PARENT:R001_C313_BPISD	FOUNDRY:P064	R001_C313_BPISD	P064 DSGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2521	PARENT:R001_C313_BPISD	FOUNDRY:P078	R001_C313_BPISD	P078 IARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2522	PARENT:R001_C313_BPISD	FOUNDRY:P081	R001_C313_BPISD	P081 AHSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2523	PARENT:R001_C313_BPISD	FOUNDRY:P086	R001_C313_BPISD	P086 FPSD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2524	PARENT:R001_C313_BPISD	FOUNDRY:P094	R001_C313_BPISD	P094 OCGS	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2525	PARENT:R001_C313_BPISD	FOUNDRY:P095	R001_C313_BPISD	P095 GSSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2526	PARENT:R001_C313_BPISD	FOUNDRY:P097	R001_C313_BPISD	P097 BDSD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2527	PARENT:R001_C313_BPISD	FOUNDRY:P098	R001_C313_BPISD	P098 SAHA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2528	PARENT:R001_C313_BPISD	FOUNDRY:P122	R001_C313_BPISD	P122 CAGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2529	PARENT:R001_C313_BPISD	FOUNDRY:P123	R001_C313_BPISD	P123 SCGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2530	PARENT:R001_C313_BPISD	FOUNDRY:P125	R001_C313_BPISD	P125 MIGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2531	PARENT:R001_C313_BPISD	FOUNDRY:P126	R001_C313_BPISD	P126 TRGD	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2532	PARENT:R001_C313_BPISD	FOUNDRY:P131	R001_C313_BPISD	P131 OCMA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2533	PARENT:R001_C313_BPISD	LCB-K007	R001_C313_BPISD	ObservationTimingSensorV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2534	PARENT:R001_C313_BPISD	LCB-K017	R001_C313_BPISD	SupportFunctionActiveSensingV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2535	PARENT:R001_C313_BPISD	LCB-K019	R001_C313_BPISD	EffectiveDiversityGuardV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2536	PARENT:R001_C313_BPISD	LCB-K020	R001_C313_BPISD	BackreactionAwareSensorV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2537	PARENT:R001_C313_BPISD	LCB-K021	R001_C313_BPISD	LieTransientReachabilityGuardV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2538	PARENT:R001_C313_BPISD	LCB-K026	R001_C313_BPISD	RarePathImportanceSamplerV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2539	PARENT:R001_C313_BPISD	LCB-K043	R001_C313_BPISD	DesignAwareRandomizationInferenceV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2540	PARENT:R001_C313_BPISD	LCB-K044	R001_C313_BPISD	ReachableSubspaceAuditV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2541	PARENT:R001_C313_BPISD	LCB-K046	R001_C313_BPISD	TargetPopulationAnchorCalibratorV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2542	PARENT:R001_C313_BPISD	LCB-K051	R001_C313_BPISD	TreatmentConfounderFeedbackGuardV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
2543	PARENT:R001_C313_BPISD	LCB-K052	R001_C313_BPISD	BurstAwareSamplerV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True		decision	confounding,decision,measurement
2544	PARENT:R001_C313_BPISD	LCB-K060	R001_C313_BPISD	EndogenousHotspotGuardV0	FOUNDRY_PARENT	LCB_KERNEL	20.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE					True	evidence,representation		
