im_id	canonical_primitive	family_status	source_ids	source_mapping_status	source_concepts	constraint_shells_exact_if_mapped	nearest_existing	why_distinct	primitive_graph_signature_v1	semantic_tags	state_types	time_structure	information_structure	intervention_role	guarantee_type	ontology_annotation_status	source_evidence_raw	historical_shell_note	source_mapping_confidence	source_domain_span
IM-177	BEING ABLE TO SEE A STATE DIRECTION AND BEING ABLE TO CONTROL IT ARE INDEPENDENT QUESTIONS	pre_saturation_registry	M-421; M-422; M-427	rehydrated from donor-generation mechanism anchor	M-421 Controllability Gramian; M-422 Observability Gramian; M-427 Kalman decomposition	M-421: Linear dynamics; M-422: Linear observation system; M-427: Linear systems			control	control_decision;dynamics_memory	dynamic-state/path;action/policy	static/unspecified	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-421: Her input direction’ın zaman boyunca hangi state directions’a ne kadar ulaşabildiğini tek geometric object’te biriktir || M-422: Her hidden state direction’ın future measurements üzerinde ne kadar iz bıraktığını biriktir || M-427: State space’i dört parçaya ayır: görülebilir/görülemez × kontrol edilebilir/edilemez	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-178	STATE IMPORTANCE SHOULD BE MEASURED BY HOW STRONGLY IT CONNECTS PAST INPUT TO FUTURE OUTPUT	pre_saturation_registry	M-423; M-424; M-425; M-426	rehydrated from donor-generation mechanism anchor	M-423 Balanced realization; M-424 Balanced truncation; M-425 Hankel singular value; M-426 Model reduction error bound	M-423: Stable linear system; M-424: Stability + Hankel singular values; M-425: Input-output linear system; M-426: Stable system			measure	observation_measurement;dynamics_memory;network_transport;sequential_time	dynamic-state/path;observation/signal	sequential	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-423: State coordinates’ı hem kontrol edilmesi hem görülmesi aynı scale’da sıralanacak şekilde değiştir || M-424: Hem zor görülen hem zor etkilenebilen state directions’ı atıp küçük model kur || M-425: Geçmiş input’un future output’a taşınmasında bir hidden direction ne kadar güçlü ara kanal? || M-426: State’i küçültürken hangi discarded directions’ın output error’a en fazla katkı verebileceğini bound et	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-179	DIFFERENT INTERNAL MODELS CAN BE BEHAVIORALLY IDENTICAL; DELETE STATES THAT NEVER CHANGE INPUT–OUTPUT BEHAVIOR	pre_saturation_registry	M-428	rehydrated from donor-generation mechanism anchor	M-428 Minimal realization	M-428: Realization equivalence			delete	dynamics_memory	dynamic-state/path	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-428: Aynı input-output behavior’ı üreten gereksiz hidden states’i sil; en küçük internal model’i tut	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-180	UNIQUE RECOVERY CAN HAVE A GEOMETRIC/TIME COVERAGE THRESHOLD, NOT JUST NOISE OR SAMPLE-SIZE THRESHOLD	pre_saturation_registry	M-433; M-434	rehydrated from donor-generation mechanism anchor	M-433 Observability inequality; M-434 Unique recovery threshold	M-433: PDE/control geometry; M-434: Measurement geometry			recover	observation_measurement;identification_causal;robustness_error;sequential_time	observation/signal	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-433: Tüm hidden energy’yi sınırlı observation region/time’daki measurement ile bound edebiliyor musun? || M-434: Observation set/time yeterli değilse farklı states aynı data’yı üretir; yeterli hale gelince uniqueness açılır	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-181	INTERROGATE AN INACCESSIBLE INTERIOR THROUGH CONTROLLED BOUNDARY INPUTS AND BOUNDARY RESPONSES	pre_saturation_registry	M-431; M-432	rehydrated from donor-generation mechanism anchor	M-431 Dirichlet-to-Neumann map; M-432 Calderón-type inverse problem	M-431: PDE boundary access; M-432: Elliptic PDE			bound→control	certificate_validation;control_decision;network_transport	action/policy	static/unspecified	unspecified	active control/decision	bound	automatic first-pass from canonical family text; manual audit before hard exclusion	M-431: Boundary’ye verilen input’a boundary’den çıkan response’u ölç; interior’u bu input-output operator’dan infer et || M-432: Interior coefficient doğrudan görünmüyor; boundary experiments’ın tamamından conductivity-like field recover etmeye çalış	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-182	DIRECT CONTROL/NOISE DIRECTIONS CAN BE FEW WHILE ORDERED DYNAMICAL COMPOSITIONS GENERATE MANY MORE DIRECTIONS	pre_saturation_registry	M-388; M-389; M-390	rehydrated from donor-generation mechanism anchor	M-388 Hörmander mechanism; M-389 Lie bracket; M-390 Chow–Rashevskii reachability	M-388: Lie-bracket spanning; M-389: Noncommuting vector fields; M-390: Bracket-generating controls			control	control_decision;dynamics_memory;robustness_error	dynamic-state/path;action/policy	dynamic	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-388: Noise doğrudan her direction’a girmese bile dynamics noise directions’ı birbirine karıştırıp bütün state space’e yayabilir || M-389: A yönünde biraz git, B yönünde git, A’yı geri al, B’yi geri al; net olarak üçüncü bir direction oluşabilir || M-390: İzin verilen instantaneous directions az olsa da onların brackets’ı bütün directions’ı üretirse global movement mümkün olabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-183	SAMPLE ONLY THE INTRACTABLE LATENT PART; INTEGRATE THE TRACTABLE PART EXACTLY	pre_saturation_registry	S-058	rehydrated from donor-generation mechanism anchor	S-058 Rao–Blackwellized particle filter	S-058: Conditional analytic structure			structural_relation	observation_measurement	latent/information-state;observation/signal	static/unspecified	latent/partial	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion	S-058: Sample only the hard part; integrate the tractable part exactly	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-184	ADDING ARTIFICIAL HIDDEN VARIABLES CAN MAKE COMPUTATION EASIER WITHOUT CHANGING THE TARGET MARGINAL	pre_saturation_registry	S-060	rehydrated from donor-generation mechanism anchor	S-060 Data augmentation	S-060: Augmented model preserves target			structural_relation	general_mechanism	latent/information-state	static/unspecified	latent/partial	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-060: Add artificial hidden variables that make the hard calculation easier	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-185	HEAVY LOAD CAN REDUCE EFFECTIVE DYNAMIC DIMENSION EVEN WHILE NOMINAL DIMENSION STAYS LARGE	pre_saturation_registry	M-326; M-328	rehydrated from donor-generation mechanism anchor	M-326 Heavy-traffic limit; M-328 State-space collapse	M-326: Near-critical load; M-328: Resource pooling/heavy traffic			structural_relation	representation;dynamics_memory	dynamic-state/path;resource/flow	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-326: Capacity neredeyse tamamen doluyken microscopic queue details yerine scaled diffusion behavior dominate eder || M-328: High-dimensional congestion system heavy load altında birkaç effective direction’a sıkışabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-186	A COMPLEX INTERNAL MODULE CAN HAVE A SIMPLE OUTPUT LAW UNDER A SPECIAL STATIONARY SHELL	pre_saturation_registry	M-325	rehydrated from donor-generation mechanism anchor	M-325 Burke theorem	M-325: M/M/1 stationarity			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-325: Bazı equilibrium queues’da karmaşık service sistemi çıkışı tekrar basit input process gibi görünebilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	MEDIUM_HIGH	M
IM-187	THE RIGHT AVERAGE OF STRUCTURED OBJECTS MAY REQUIRE MOVING THEM THROUGH THEIR GEOMETRY, NOT AVERAGING COORDINATES	pre_saturation_registry	M-435; S-621; S-623	rehydrated from donor-generation mechanism anchor	M-435 Optimal transport barycenter; S-621 Fréchet mean; S-623 Intrinsic mean	M-435: Wasserstein geometry; S-621: General metric space; S-623: Riemannian manifold			structural_relation	representation;sequential_time	generic	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-435: Birkaç distribution’ın “ortalamasını” pointwise average değil minimum transport cost’lu ortak distribution olarak seç || S-621: Ordinary average tanımlanamıyorsa “bütün observations’a squared distance toplamını minimize eden point”i center seç || S-623: Manifold’un kendi curved geodesic distance’ını kullanarak center bul	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M;S
IM-188	REGULARIZATION CAN CREATE SYSTEMATIC SELF-BIAS; CORRECT IT RATHER THAN REMOVING REGULARIZATION ENTIRELY	pre_saturation_registry	S-243	rehydrated from donor-generation mechanism anchor	S-243 Debiased lasso	S-243: High-dimensional sparsity			structural_relation	robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-243: Sparse shrinkage bias’ını ikinci bir correction step ile geri çıkarıp inference yapılabilir coefficient üret	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-189	RANDOM-TIME OBSERVATION OVERREPRESENTS LONG-LIVED STATES/EPISODES	pre_saturation_registry	S-272	rehydrated from donor-generation mechanism anchor	S-272 Length-biased sampling	S-272: Duration-biased sampling			represent	representation;observation_measurement;dynamics_memory;sequential_time	dynamic-state/path;observation/signal	static/unspecified	unspecified	passive inference/diagnostic	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	S-272: Uzun süren events’i random observation zamanında görme ihtimalin daha yüksek	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-190	WHEN YOU CHOOSE TO LOOK CAN ITSELF REVEAL INFORMATION ABOUT THE HIDDEN STATE	pre_saturation_registry	S-874; S-875	rehydrated from donor-generation mechanism anchor	S-874 Informative visit process; S-875 Informative inspection time	S-874: Irregular follow-up; S-875: Inspection process			reveal	dynamics_memory;information_incentive	latent/information-state;dynamic-state/path	static/unspecified	latent/partial;strategic/informational	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-874: State kötü/iyi olduğu için individual daha sık ölçülüyorsa observation times process hakkında information taşır || S-875: “Ne zaman baktık?” unobserved process state’iyle ilişkiliyse observed interval/current-status information biased olabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-191	LATENT COMPONENT NAMES MAY BE PURE SYMMETRY; A NAMED HIDDEN CLASS IS NOT AUTOMATICALLY AN IDENTIFIED ENTITY	pre_saturation_registry	S-269; S-270	rehydrated from donor-generation mechanism anchor	S-269 Mixture identifiability; S-270 Label switching	S-269: Structural conditions; S-270: Symmetry			structural_relation	identification_causal	latent/information-state	static/unspecified	latent/partial	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-269: Aynı observed distribution farklı latent decompositions tarafından üretilebiliyorsa hidden groups unique değildir || S-270: Mixture components'in adlarını değiştirmek observable model'i değiştirmez	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-192	REGENERATIVE COMPLEXITY CAN COLLAPSE TO REWARD-PER-CYCLE / TIME-PER-CYCLE FOR LONG-RUN RATES	pre_saturation_registry	S-113; S-114; M-123	rehydrated from donor-generation mechanism anchor	S-113 Renewal reward; S-114 Regenerative simulation; M-123 Renewal equation	S-113: Regeneration; S-114: True regeneration; M-123: Regeneration			structural_relation	sequential_time	generic	asymptotic	unspecified	mechanism/structural	asymptotic	automatic first-pass from canonical family text; manual audit before hard exclusion	S-113: Her renewal cycle'a ödül bağla; uzun vadeli rate'i cycle başına reward/time ile hesapla || S-114: Process içinde geçmişi unutturan restart noktaları bul ve cycles olarak analiz et || M-123: Bugünkü toplamı ilk olay + yeniden başlayan problem olarak parçala	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M;S
IM-193	RESETTING THE CLOCK AFTER EACH EVENT AND USING ONE GLOBAL CLOCK ARE DIFFERENT MODELS	pre_saturation_registry	S-312; S-313	rehydrated from donor-generation mechanism anchor	S-312 Gap-time model; S-313 Calendar-time model	S-312: Renewal-like recurrence; S-313: Global-time effects			structural_relation	sequential_time	feasible-set	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-312: Her event sonrası saat yeniden başlar || S-313: Event sayacını resetleme; bütün events'i absolute timeline üzerinde tut	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-194	DON'T JUST ROUTE FLOWS; ALGEBRAICALLY MIX THEM SO DOWNSTREAM NODES CAN RECONSTRUCT WHAT THEY NEED	pre_saturation_registry	M-277	rehydrated from donor-generation mechanism anchor	M-277 Network coding	M-277: Network topology/algebra			route	dynamics_memory;network_transport	graph/network;dynamic-state/path;resource/flow	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-277: Her relay yalnız aldığı paketi forward etmek zorunda değil; birkaç flow'u algebraically combine ederek bottleneck throughput artırabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-195	WHEN UNIQUE RECOVERY BECOMES IMPOSSIBLE, RETURN A SMALL CANDIDATE LIST INSTEAD OF DECLARING TOTAL FAILURE	pre_saturation_registry	M-267	rehydrated from donor-generation mechanism anchor	M-267 List decoding	M-267: Error radius beyond unique decoding			recover	identification_causal	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-267: Noise fazla olduğunda tek kesin cevap zorlama; observation'a uyabilecek küçük candidate listesi döndür	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-196	RECOVERY CAN HAVE A SHARP COMPLEXITY–MEASUREMENT GEOMETRY BOUNDARY	pre_saturation_registry	M-279; M-280	rehydrated from donor-generation mechanism anchor	M-279 Compressed sensing phase transition; M-280 Restricted isometry	M-279: Sparsity + measurement geometry; M-280: Sparse signal class			measure→recover→bound	observation_measurement;identification_causal;certificate_validation;network_transport	observation/signal	static/unspecified	unspecified	passive inference/diagnostic	bound	automatic first-pass from canonical family text; manual audit before hard exclusion	M-279: Sparse signal vardır ama measurement sayısı/sparsity belirli boundary'nin altındaysa recovery imkansız, üstündeyse mümkün hale gelir || M-280: Measurement map sparse vectors arasındaki distances'ı yaklaşık korursa inversion stable olur	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-197	TRANSITION/DECAY RATE DEPENDS ON AVAILABLE FINAL STATES IN THE ENVIRONMENT, NOT ONLY ON THE SOURCE	pre_saturation_registry	P-269; P-270	rehydrated from donor-generation mechanism anchor	P-269 Purcell effect; P-270 Inhibited spontaneous emission	P-269: Structured environment; P-270: Density-of-states engineering			structural_relation	dynamics_memory	dynamic-state/path	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-269: Emitter decay rate'i yalnız emitter'a değil surrounding allowed electromagnetic modes'a bağlıdır || P-270: Environment final states'i azaltırsa normally spontaneous process ciddi yavaşlayabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	P
IM-198	CORRELATION/PHASE STRUCTURE CAN MAKE MANY UNITS EMIT FAR MORE OR FAR LESS THAN THE SUM OF INDEPENDENT UNITS	pre_saturation_registry	P-273; P-274	rehydrated from donor-generation mechanism anchor	P-273 Superradiance; P-274 Subradiance	P-273: Cooperative phase coherence; P-274: Collective destructive interference			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-273: Emitters coherent collective state kurarsa total emission independent emitters toplamından çok daha hızlı olabilir || P-274: Bazı collective combinations interference yüzünden environment'a çok zayıf couple olup uzun yaşayabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	P
IM-199	SYMMETRIC DEPENDENCE CAN SOMETIMES BE REPRESENTED AS A MIXTURE OF SIMPLER CONDITIONALLY INDEPENDENT WORLDS	pre_saturation_registry	M-474; M-475	rehydrated from donor-generation mechanism anchor	M-474 Exchangeability; M-475 de Finetti mechanism	M-474: Permutation symmetry; M-475: Infinite exchangeability			represent→condition	representation;sequential_time	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-474: Observation sırasını değiştirince joint law değişmiyorsa labels/order intrinsic bilgi taşımaz || M-475: Sonsuz exchangeable binary sequence hidden probability verilince independent observations mixture'ı gibi temsil edilebilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-200	LOCAL COMPOSITION INEQUALITIES CAN FORCE A STABLE LARGE-SCALE RATE EVEN IN A RANDOM ENVIRONMENT	pre_saturation_registry	M-337; M-339	rehydrated from donor-generation mechanism anchor	M-337 Subadditivity; M-339 Subadditive ergodic theorem	M-337: Subadditive structure; M-339: Stationarity + subadditivity			structural_relation	general_mechanism	generic	multiscale	unspecified	mechanism/structural	local;probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	M-337: Bir bütünün maliyeti iki parçanın ayrı maliyetleri toplamından büyük değilse large-scale average stabilize olabilir || M-339: Random environment'da bile büyük-scale cost/time ratio stable deterministic-like limit'e yaklaşabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-201	CONDITIONING ON A RARE FUTURE EVENT CREATES A DIFFERENT EFFECTIVE PATH DYNAMICS	pre_saturation_registry	M-149	rehydrated from donor-generation mechanism anchor	M-149 Conditioned process / Doob h-transform	M-149: Positive harmonic function			condition	dynamics_memory;network_transport;sequential_time	graph/network;dynamic-state/path	sequential;dynamic;rare-event	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-149: Şu rare outcome olacak şartıyla path dynamics nasıl değişirmiş gibi davranır?	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-202	FAST LOCAL MIXING + SLOW INTER-BASIN JUMPS → HIERARCHICAL METASTABLE STATE	pre_saturation_registry	M-146; P-019	rehydrated from donor-generation mechanism anchor	M-146 Metastable Markov decomposition; P-019 Metastability	M-146: Timescale separation; P-019: Energy/free-energy barrier			structural_relation	dynamics_memory	dynamic-state/path	multiscale	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion	M-146: System kısa zamanda kendi bölgesinde karışır ama bölgeler arasında çok yavaş geçer || P-019: System çok uzun süre locally stable state'te kalıp rare escape yapabilir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M;P
IM-203	PAIRWISE DEPENDENCE CAN VANISH IN A LARGE POPULATION WHILE COLLECTIVE MEAN-FIELD INTERACTION REMAINS	pre_saturation_registry	M-151; M-152	rehydrated from donor-generation mechanism anchor	M-151 Mean-field limit; M-152 Propagation of chaos	M-151: Weak symmetric interaction; M-152: Mean-field scaling			structural_relation	control_decision	action/policy	static/unspecified	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-151: Büyük population'da tek tek etkiler yerine population average etkisini kullan || M-152: Büyük interacting population'da sonlu sayıda parçacık yaklaşık bağımsız hale gelir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-204	MACRO DETERMINISM AND STOCHASTIC FLUCTUATIONS CAN LIVE AT DIFFERENT ASYMPTOTIC ORDERS	pre_saturation_registry	M-154; M-155	rehydrated from donor-generation mechanism anchor	M-154 Law of large numbers for fields; M-155 Central-limit fluctuation field	M-154: Weak dependence; M-155: Second-order scaling			structural_relation	sequential_time	generic	asymptotic	unspecified	mechanism/structural	asymptotic	automatic first-pass from canonical family text; manual audit before hard exclusion	M-154: Çok sayıda küçük random contribution aggregate field'ı deterministic hale getirir || M-155: Deterministic large-scale limit etrafındaki kalan noise'un ölçeğini ve şeklini çıkar	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-205	THE LIMIT FAILED MUST BE SPLIT INTO CONCENTRATION, FRAGMENTATION, OR ESCAPE	pre_saturation_registry	M-120	rehydrated from donor-generation mechanism anchor	M-120 Concentration compactness	M-120: Variational loss of compactness			split	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-120: Limit kaçıyorsa bunun üç nedenini ayır: sıkışma, parçalanma, sonsuza kaçış	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-206	INFER LONG-TIME BEHAVIOR FROM TRANSFORM BEHAVIOR NEAR A BOUNDARY/LOW FREQUENCY	pre_saturation_registry	M-125; M-126	rehydrated from donor-generation mechanism anchor	M-125 Tauberian theorem; M-126 Abelian theorem	M-125: Regularity assumptions; M-126: Summability structure			infer→bound	identification_causal;certificate_validation;network_transport;sequential_time	generic	multiscale;asymptotic	unspecified	passive inference/diagnostic	bound;local	automatic first-pass from canonical family text; manual audit before hard exclusion	M-125: Büyük-zaman davranışını transform'un küçük-frekans/sınır davranışından çıkar || M-126: Uzun-vade davranışını daha düzgün bir transform'a geçir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-207	SPLIT TWO-SIDED RANDOM MOTION INTO UPWARD AND DOWNWARD FACTORS BEFORE SOLVING WHOLE PATH PROBLEM	pre_saturation_registry	M-124	rehydrated from donor-generation mechanism anchor	M-124 Wiener–Hopf factorization	M-124: Transform/factorization conditions			split	network_transport	graph/network	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	M-124: İki yönlü/random hareket problemini yukarı giden ve aşağı giden parçalara ayır	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-208	A NON-MARKOV OBSERVED PROCESS CAN BECOME MARKOV AFTER ADDING THE RIGHT MEMORY VARIABLE	pre_saturation_registry	M-121; M-122	rehydrated from donor-generation mechanism anchor	M-121 Dynamic programming with state augmentation; M-122 Semi-Markov process	M-121: Markovization; M-122: Duration dependence			observe	observation_measurement;dynamics_memory	dynamic-state/path;observation/signal	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-121: Geleceği hesaplamak için geçmişten gerekli minimum bilgiyi state'e ekle || M-122: Sonraki state yalnız nerede olduğuna değil orada ne kadar kaldığına da bağlı	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-209	REMOVE NORMALIZATION, SOLVE A LINEAR UNNORMALIZED PROBLEM, NORMALIZE ONLY AT THE END	pre_saturation_registry	S-104	rehydrated from donor-generation mechanism anchor	S-104 Zakai equation	S-104: Change of representation			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion	S-104: Nonlinear normalized filter yerine unnormalized ama linear stochastic equation çöz	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-210	FUTURE DATA CAN CHANGE YOUR BEST ESTIMATE OF THE PAST; ONLINE AND OFFLINE STATE ESTIMATES ARE DIFFERENT	pre_saturation_registry	S-106; S-107	rehydrated from donor-generation mechanism anchor	S-106 Smoothing; S-107 Fixed-lag smoothing	S-106: Offline/two-sided information; S-107: Delay/latency tradeoff			structural_relation	estimation_learning;dynamics_memory;sequential_time	dynamic-state/path	sequential	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-106: Gelecekte gördüğün veriyi de kullanıp geçmiş hidden state'i yeniden değerlendir || S-107: Sadece birkaç adım geleceği görüp geçmiş estimate'i düzelt	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-211	DON'T COMMIT TO ONE DYNAMICAL MODEL TOO EARLY; CARRY A MODEL BANK AND UPDATE MODEL PROBABILITIES	pre_saturation_registry	S-110	rehydrated from donor-generation mechanism anchor	S-110 Interacting multiple model	S-110: Finite model bank			structural_relation	control_decision;dynamics_memory	distribution;dynamic-state/path	dynamic	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	S-110: Tek dynamics seçmek yerine birkaç modeli paralel taşı; hangisinin olası olduğunu da güncelle	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-212	SUBTRACT THE PREDICTABLE PART OF AN OBSERVATION STREAM TO ISOLATE NEW INFORMATION	pre_saturation_registry	S-105; S-120	rehydrated from donor-generation mechanism anchor	S-105 Innovation process; S-120 Compensator	S-105: Correct conditional model; S-120: Predictable intensity			structural_relation	observation_measurement;estimation_learning;information_incentive	observation/signal	static/unspecified	strategic/informational	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-105: Observation'daki zaten beklediğim kısmı çıkar; sadece yeni sürpriz kalsın || S-120: Raw event count'tan modelin beklediği event akışını çıkar; geriye sürpriz/martingale kalır	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-213	THE WORLD SEEN FROM A RANDOM EVENT IS NOT THE SAME AS THE WORLD SEEN FROM A RANDOM TIME	pre_saturation_registry	S-115	rehydrated from donor-generation mechanism anchor	S-115 Palm probability	S-115: Point-process framework			structural_relation	sequential_time	generic	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	S-115: Rastgele bir zamanda değil, bir event'in gözünden dünya nasıl görünür diye conditional sampling yap	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	S
IM-214	A CERTIFICATE CAN LOOK CORRECT ALGEBRAICALLY YET BE INVALID BECAUSE LOCAL CONSTRAINT GEOMETRY IS DEGENERATE	pre_saturation_registry	M-525; M-526; M-527	rehydrated from donor-generation mechanism anchor	M-525 KKT conditions; M-526 Constraint qualification; M-527 Slater condition	M-525: Differentiable constrained optimization; M-526: Local constraint geometry; M-527: Convex optimization			structural_relation	certificate_validation;optimization_constraints	feasible-set	static/unspecified	unspecified	mechanism/structural	certificate/exact;local	automatic first-pass from canonical family text; manual audit before hard exclusion	M-525: Local optimality certificate active constraints ile balance kurar || M-526: KKT gibi local certificates için active constraints fazla degenerate olmamalı || M-527: Strict interior feasibility duality pathologies'ini temizler	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-215	A FEASIBLE CANDIDATE + OPPOSITE-SIDE CERTIFICATE CAN GIVE A NUMERICAL ERROR BAR ON OPTIMALITY	pre_saturation_registry	M-415; M-417; M-528	rehydrated from donor-generation mechanism anchor	M-415 Dual certificate; M-417 Primal-dual gap; M-528 Strong duality	M-415: Convex duality; M-417: Weak/strong duality; M-528: Convexity + regularity			structural_relation	certificate_validation;optimization_constraints;robustness_error	feasible-set	static/unspecified	unspecified	mechanism/structural	certificate/exact;bound	automatic first-pass from canonical family text; manual audit before hard exclusion	M-415: Candidate optimum'u opposite-side feasible witness ile bound et || M-417: Candidate solution ile certificate farkı optimum'dan ne kadar uzak olabileceğini ölçer || M-528: Primal ve dual optimum uygun koşullarda aynı value'ya ulaşır	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
