rank	supplier_id	consumer_id	score	curated	active_for_build	adjudication_state	interface_matches	addressed_weaknesses	shared_domains	recommended_next	curated_rationale	decision_id	experiment_routing_status
462	FOUNDRY:P062	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
463	FOUNDRY:P062	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
464	FOUNDRY:P063	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
465	FOUNDRY:P063	PARENT:R044_DECISION_LOSS_DLEW	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
466	FOUNDRY:P065	LCB-R50-149	28.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	boundary,calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
467	FOUNDRY:P071	LCB-K012	28.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
468	FOUNDRY:P082	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
469	FOUNDRY:P082	PARENT:R044_DECISION_LOSS_DLEW	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
470	FOUNDRY:P084	LCB-K010	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
471	FOUNDRY:P084	LCB-K048	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
472	FOUNDRY:P084	LCB-K056	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
473	FOUNDRY:P084	LCB-K086	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
474	FOUNDRY:P084	PARENT:IM340_IM280_CWC	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
475	FOUNDRY:P084	PARENT:IM359_IM014_AICC	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
476	FOUNDRY:P084	PARENT:R008_E612_E613_LGID	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
477	FOUNDRY:P084	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
478	FOUNDRY:P087	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
479	FOUNDRY:P087	PARENT:R044_DECISION_LOSS_DLEW	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
480	FOUNDRY:P088	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
481	FOUNDRY:P088	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,risk	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
482	FOUNDRY:P088	PARENT:R044_DECISION_LOSS_DLEW	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
483	FOUNDRY:P089	LCB-K010	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
484	FOUNDRY:P089	LCB-K048	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
485	FOUNDRY:P089	LCB-K056	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
486	FOUNDRY:P089	LCB-K086	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
487	FOUNDRY:P089	PARENT:IM340_IM280_CWC	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
488	FOUNDRY:P089	PARENT:IM359_IM014_AICC	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
489	FOUNDRY:P089	PARENT:R008_E612_E613_LGID	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
490	FOUNDRY:P089	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
491	FOUNDRY:P091	LCB-K041	28.0	False	True	UNADJUDICATED	representation	calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
492	FOUNDRY:P091	LCB-K065	28.0	False	True	UNADJUDICATED	representation	calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
493	FOUNDRY:P091	LCB-K073	28.0	False	True	UNADJUDICATED	representation	calibration,decision	calibration,decision,reduction,resilience,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
494	FOUNDRY:P091	LCB-K074	28.0	False	True	UNADJUDICATED	representation	calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
495	FOUNDRY:P091	LCB-K080	28.0	False	True	UNADJUDICATED	representation	calibration,decision	calibration,decision,reduction,resilience,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
496	FOUNDRY:P092	LCB-K003	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
497	FOUNDRY:P092	LCB-K010	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
498	FOUNDRY:P092	LCB-K015	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
499	FOUNDRY:P092	LCB-K035	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
500	FOUNDRY:P092	LCB-K048	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
501	FOUNDRY:P092	LCB-K049	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
502	FOUNDRY:P092	LCB-K055	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
503	FOUNDRY:P092	LCB-K056	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
504	FOUNDRY:P092	LCB-K068	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
505	FOUNDRY:P092	LCB-K086	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
506	FOUNDRY:P092	LCB-K090	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
507	FOUNDRY:P092	LCB-K091	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
508	FOUNDRY:P092	LCB-R50-149	28.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
509	FOUNDRY:P092	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
510	FOUNDRY:P092	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
511	FOUNDRY:P093	LCB-K003	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
512	FOUNDRY:P093	LCB-K010	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
513	FOUNDRY:P093	LCB-K015	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
514	FOUNDRY:P093	LCB-K035	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
515	FOUNDRY:P093	LCB-K048	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
516	FOUNDRY:P093	LCB-K049	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
517	FOUNDRY:P093	LCB-K055	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
518	FOUNDRY:P093	LCB-K056	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
519	FOUNDRY:P093	LCB-K068	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
520	FOUNDRY:P093	LCB-K086	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
521	FOUNDRY:P093	LCB-K090	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
522	FOUNDRY:P093	LCB-K091	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
523	FOUNDRY:P093	LCB-R50-149	28.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
524	FOUNDRY:P093	PARENT:R014_S781_S792_ACSA	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
525	FOUNDRY:P093	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
526	FOUNDRY:P096	PARENT:IM178_IM326_TWMR	28.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
527	FOUNDRY:P096	PARENT:R020_P848_P851_SCCRT	28.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
528	FOUNDRY:P109	LCB-K081	28.0	False	True	UNADJUDICATED	evidence,gate	calibration,uncertainty	audit,calibration,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
529	FOUNDRY:P110	PARENT:IM340_IM280_CWC	28.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
530	FOUNDRY:P136	LCB-K012	28.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
531	FOUNDRY:P138	LCB-K012	28.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,confounding,control,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
532	FOUNDRY:P140	LCB-K064	28.0	False	True	UNADJUDICATED	representation	calibration,support	audit,calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
533	FOUNDRY:P140	LCB-R50-149	28.0	False	True	UNADJUDICATED	gate,representation	calibration,support	calibration,decision,reduction,resilience,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
534	FOUNDRY:P142	LCB-K003	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
535	FOUNDRY:P142	LCB-K010	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
536	FOUNDRY:P142	LCB-K015	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
537	FOUNDRY:P142	LCB-K035	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
538	FOUNDRY:P142	LCB-K048	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
539	FOUNDRY:P142	LCB-K049	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
540	FOUNDRY:P142	LCB-K055	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
541	FOUNDRY:P142	LCB-K056	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
542	FOUNDRY:P142	LCB-K068	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
543	FOUNDRY:P142	LCB-K086	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
544	FOUNDRY:P142	LCB-K090	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
545	FOUNDRY:P142	LCB-K091	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
546	FOUNDRY:P142	PARENT:IM359_IM014_AICC	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
547	FOUNDRY:P142	PARENT:IM406_IM037_ACRA	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
548	FOUNDRY:P142	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
549	LCB-K041	FOUNDRY:P138	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
550	LCB-K041	PARENT:IM334_IM094_DRE	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		boundary,calibration,confounding,decision,measurement,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
551	LCB-K041	PARENT:IM359_IM014_AICC	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
552	LCB-K041	PARENT:IM406_IM037_ACRA	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
553	LCB-K041	PARENT:R018_M866_M880_MCSC	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
554	LCB-K041	PARENT:R044_DECISION_LOSS_DLEW	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
555	LCB-K074	FOUNDRY:P057	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
556	LCB-K074	PARENT:R041_CONSTRAINED_POLICY_CAPL	28.0	False	True	UNADJUDICATED	boundary,evidence,gate		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
557	LCB-R50-149	FOUNDRY:P033	28.0	False	True	UNADJUDICATED	boundary,gate,representation	support	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
558	LCB-R50-149	FOUNDRY:P035	28.0	False	True	UNADJUDICATED	boundary,gate,representation	support	allocation,calibration,decision,reduction,resilience,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
559	LCB-R50-149	FOUNDRY:P078	28.0	False	True	UNADJUDICATED	boundary,gate,representation	support	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
560	PARENT:IM139_IM250_CCVC	FOUNDRY:P057	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
561	PARENT:IM139_IM250_CCVC	LCB-K003	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
562	PARENT:IM139_IM250_CCVC	LCB-K015	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
563	PARENT:IM139_IM250_CCVC	LCB-K035	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
564	PARENT:IM139_IM250_CCVC	LCB-K049	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
565	PARENT:IM139_IM250_CCVC	LCB-K055	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
566	PARENT:IM139_IM250_CCVC	LCB-K068	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
567	PARENT:IM139_IM250_CCVC	LCB-K090	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
568	PARENT:IM139_IM250_CCVC	LCB-K091	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
569	PARENT:IM139_IM250_CCVC	PARENT:IM340_IM280_CWC	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
570	PARENT:IM139_IM250_CCVC	PARENT:IM406_IM037_ACRA	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
571	PARENT:IM139_IM250_CCVC	PARENT:R008_E612_E613_LGID	28.0	False	True	UNADJUDICATED	boundary,gate,representation		calibration,control	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
572	PARENT:R001_C313_BPISD	FOUNDRY:P035	28.0	False	True	UNADJUDICATED	evidence,representation	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
