supplier	consumer	shared_tags	supplier_strength	consumer_gap
P085	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P085	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P085	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P085	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P085	P114	tipping	nearest boundary localization	declared grid
P085	P115	tipping	nearest boundary localization	declared grid
P085	P117	tipping	nearest boundary localization	declared grid
P085	P119	tipping	nearest boundary localization	declared grid
P085	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P086	P022	audit	protected comparison	holdout may not represent deployment
P086	P027	audit	protected comparison	certificate failure is not universal impossibility
P086	P040	audit	protected comparison	requires a representative protected shell
P086	P042	audit	protected comparison	declared loss may omit real consequences
P086	P047	audit	protected comparison	current exposure does not cover every future path
P086	P048	audit	protected comparison	requires a representative protected shell
P086	P051	audit	protected comparison	holdout may not represent deployment
P086	P053	audit	protected comparison	declared loss may omit real consequences
P086	P055	audit	protected comparison	holdout may not represent deployment
P086	P064	audit	protected comparison	protected shell choice
P086	P069	audit	protected comparison	holdout may not represent deployment
P086	P072	audit	protected comparison	holdout may not represent deployment
P086	P078	audit	protected comparison	protected shell choice
P086	P081	audit	protected comparison	requires a representative protected shell
P086	P094	audit	protected comparison	protected shell choice
P086	P095	audit	protected comparison	requires a representative protected shell
P086	P097	audit	protected comparison	protected shell choice
P086	P098	audit	protected comparison	protected shell choice
P086	P106	audit	protected comparison	holdout may not represent deployment
P086	P107	audit	protected comparison	declared loss may omit real consequences
P086	P113	audit	protected comparison	declared loss may omit real consequences
P086	P122	audit	protected comparison	protected shell choice
P086	P123	audit	protected comparison	protected shell choice
P086	P125	audit	protected comparison	protected shell choice
P086	P126	audit	protected comparison	protected shell choice
P086	P131	audit	protected comparison	protected shell choice
P086	P137	audit	protected comparison	holdout may not represent deployment
P086	P140	audit	protected comparison	requires a representative protected shell
P086	P142	audit	protected comparison	requires a representative protected shell
P086	P145	audit	protected comparison	holdout may not represent deployment
P087	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P087	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P087	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P087	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P087	P076	tipping	nearest boundary localization	declared grid
P087	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P087	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P087	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P087	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P087	P114	tipping	nearest boundary localization	declared grid
P087	P115	tipping	nearest boundary localization	declared grid
P087	P117	tipping	nearest boundary localization	declared grid
P087	P119	tipping	nearest boundary localization	declared grid
P087	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P088	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P088	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P088	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P088	P076	tipping	nearest boundary localization	declared grid
P088	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P089	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P088	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P088	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P088	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P088	P114	tipping	nearest boundary localization	declared grid
P088	P115	tipping	nearest boundary localization	declared grid
P088	P117	tipping	nearest boundary localization	declared grid
P088	P119	tipping	nearest boundary localization	declared grid
P088	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P089	P026	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P089	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P089	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P071	tipping	nearest boundary localization	declared loss may omit real consequences
P089	P076	tipping	nearest boundary localization	declared grid
P089	P082	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P084	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P085	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P087	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P088	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P091	tipping	nearest boundary localization	declared loss may omit real consequences
P089	P092	tipping	nearest boundary localization	declared loss may omit real consequences
P089	P093	tipping	nearest boundary localization	declared loss may omit real consequences
P089	P108	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P110	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P112	tipping	nearest boundary localization	grid and calibration remain operator-declared
P089	P114	tipping	nearest boundary localization	declared grid
P089	P115	tipping	nearest boundary localization	declared grid
P089	P117	tipping	nearest boundary localization	declared grid
P089	P119	tipping	nearest boundary localization	declared grid
P089	P141	tipping	nearest boundary localization	grid and calibration remain operator-declared
P090	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P090	P018	decision	downstream decision alignment	declared loss may omit real consequences
P090	P024	decision	downstream decision alignment	declared loss may omit real consequences
P090	P025	decision	downstream decision alignment	declared loss may omit real consequences
P090	P032	support	downstream decision alignment	support diagnostics do not create missing observations
P090	P042	decision	downstream decision alignment	declared loss may omit real consequences
P090	P043	decision	downstream decision alignment	declared loss may omit real consequences
P090	P046	decision	downstream decision alignment	declared loss may omit real consequences
P090	P053	decision	downstream decision alignment	declared loss may omit real consequences
P090	P062	decision	downstream decision alignment	declared loss may omit real consequences
P090	P065	support	downstream decision alignment	grid and calibration remain operator-declared
P090	P066	decision	downstream decision alignment	declared loss may omit real consequences
P090	P071	decision	downstream decision alignment	declared loss may omit real consequences
P090	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P090	P075	decision	downstream decision alignment	declared loss may omit real consequences
P090	P091	decision	downstream decision alignment	declared loss may omit real consequences
P090	P092	decision	downstream decision alignment	declared loss may omit real consequences
P090	P093	decision	downstream decision alignment	declared loss may omit real consequences
P090	P095	support	downstream decision alignment	requires a representative protected shell
P090	P107	decision	downstream decision alignment	declared loss may omit real consequences
P090	P113	decision	downstream decision alignment	declared loss may omit real consequences
P090	P140	support	downstream decision alignment	requires a representative protected shell
P091	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P091	P018	decision	downstream decision alignment	declared loss may omit real consequences
P091	P020	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P023	tipping	downstream decision alignment	does not establish unmeasured causal assumptions
P091	P024	decision	downstream decision alignment	declared loss may omit real consequences
P091	P025	decision	downstream decision alignment	declared loss may omit real consequences
P091	P026	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P030	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P037	tipping	downstream decision alignment	certificate must not transfer outside its shell
P091	P042	decision	downstream decision alignment	declared loss may omit real consequences
P091	P043	decision	downstream decision alignment	declared loss may omit real consequences
P091	P044	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P045	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P046	decision	downstream decision alignment	declared loss may omit real consequences
P091	P050	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P052	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P053	decision	downstream decision alignment	declared loss may omit real consequences
P091	P056	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P059	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P060	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P062	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P091	P063	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P065	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P066	decision	downstream decision alignment	declared loss may omit real consequences
P091	P071	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P091	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P091	P075	decision	downstream decision alignment	declared loss may omit real consequences
P091	P076	tipping	downstream decision alignment	declared grid
P091	P082	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P084	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P085	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P087	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P088	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P089	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P090	decision	downstream decision alignment	declared loss may omit real consequences
P091	P092	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P091	P093	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P091	P107	decision	downstream decision alignment	declared loss may omit real consequences
P091	P108	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P110	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P112	tipping	downstream decision alignment	grid and calibration remain operator-declared
P091	P113	decision	downstream decision alignment	declared loss may omit real consequences
P091	P114	tipping	downstream decision alignment	declared grid
P091	P115	tipping	downstream decision alignment	declared grid
P091	P117	tipping	downstream decision alignment	declared grid
P091	P119	tipping	downstream decision alignment	declared grid
P091	P141	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P092	P018	decision	downstream decision alignment	declared loss may omit real consequences
P092	P020	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P023	tipping	downstream decision alignment	does not establish unmeasured causal assumptions
P092	P024	decision	downstream decision alignment	declared loss may omit real consequences
P092	P025	decision	downstream decision alignment	declared loss may omit real consequences
P092	P026	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P030	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P037	tipping	downstream decision alignment	certificate must not transfer outside its shell
P092	P042	decision	downstream decision alignment	declared loss may omit real consequences
P092	P043	decision	downstream decision alignment	declared loss may omit real consequences
P092	P044	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P045	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P046	decision	downstream decision alignment	declared loss may omit real consequences
P092	P050	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P052	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P053	decision	downstream decision alignment	declared loss may omit real consequences
P092	P056	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P059	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P060	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P062	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P092	P063	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P065	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P066	decision	downstream decision alignment	declared loss may omit real consequences
P092	P071	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P092	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P092	P075	decision	downstream decision alignment	declared loss may omit real consequences
P092	P076	tipping	downstream decision alignment	declared grid
P092	P082	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P084	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P085	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P087	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P088	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P089	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P090	decision	downstream decision alignment	declared loss may omit real consequences
P092	P091	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P092	P093	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P092	P107	decision	downstream decision alignment	declared loss may omit real consequences
P092	P108	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P110	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P112	tipping	downstream decision alignment	grid and calibration remain operator-declared
P092	P113	decision	downstream decision alignment	declared loss may omit real consequences
P092	P114	tipping	downstream decision alignment	declared grid
P092	P115	tipping	downstream decision alignment	declared grid
P092	P117	tipping	downstream decision alignment	declared grid
P092	P119	tipping	downstream decision alignment	declared grid
P092	P141	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P093	P018	decision	downstream decision alignment	declared loss may omit real consequences
P093	P020	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P023	tipping	downstream decision alignment	does not establish unmeasured causal assumptions
P093	P024	decision	downstream decision alignment	declared loss may omit real consequences
P093	P025	decision	downstream decision alignment	declared loss may omit real consequences
P093	P026	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P030	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P037	tipping	downstream decision alignment	certificate must not transfer outside its shell
P093	P042	decision	downstream decision alignment	declared loss may omit real consequences
P093	P043	decision	downstream decision alignment	declared loss may omit real consequences
P093	P044	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P045	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P046	decision	downstream decision alignment	declared loss may omit real consequences
P093	P050	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P052	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P053	decision	downstream decision alignment	declared loss may omit real consequences
P093	P056	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P059	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P060	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P062	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P093	P063	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P065	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P066	decision	downstream decision alignment	declared loss may omit real consequences
P093	P071	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P093	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P093	P075	decision	downstream decision alignment	declared loss may omit real consequences
P093	P076	tipping	downstream decision alignment	declared grid
P093	P082	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P084	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P085	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P087	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P088	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P089	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P090	decision	downstream decision alignment	declared loss may omit real consequences
P093	P091	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P093	P092	decision,tipping	downstream decision alignment	declared loss may omit real consequences
P093	P107	decision	downstream decision alignment	declared loss may omit real consequences
P093	P108	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P110	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P112	tipping	downstream decision alignment	grid and calibration remain operator-declared
P093	P113	decision	downstream decision alignment	declared loss may omit real consequences
P093	P114	tipping	downstream decision alignment	declared grid
P093	P115	tipping	downstream decision alignment	declared grid
P093	P117	tipping	downstream decision alignment	declared grid
P093	P119	tipping	downstream decision alignment	declared grid
P093	P141	tipping	downstream decision alignment	grid and calibration remain operator-declared
P094	P022	audit	protected comparison	holdout may not represent deployment
P094	P027	audit	protected comparison	certificate failure is not universal impossibility
P094	P040	audit	protected comparison	requires a representative protected shell
P094	P042	audit	protected comparison	declared loss may omit real consequences
P094	P047	audit	protected comparison	current exposure does not cover every future path
P094	P048	audit	protected comparison	requires a representative protected shell
P094	P051	audit	protected comparison	holdout may not represent deployment
P094	P053	audit	protected comparison	declared loss may omit real consequences
P094	P055	audit	protected comparison	holdout may not represent deployment
P094	P064	audit	protected comparison	protected shell choice
P094	P069	audit	protected comparison	holdout may not represent deployment
P094	P072	audit	protected comparison	holdout may not represent deployment
P094	P078	audit	protected comparison	protected shell choice
P094	P081	audit	protected comparison	requires a representative protected shell
P094	P086	audit	protected comparison	protected shell choice
P094	P095	audit	protected comparison	requires a representative protected shell
P094	P097	audit	protected comparison	protected shell choice
P094	P098	audit	protected comparison	protected shell choice
P094	P106	audit	protected comparison	holdout may not represent deployment
P094	P107	audit	protected comparison	declared loss may omit real consequences
P094	P113	audit	protected comparison	declared loss may omit real consequences
P094	P122	audit	protected comparison	protected shell choice
P094	P123	audit	protected comparison	protected shell choice
P094	P125	audit	protected comparison	protected shell choice
P094	P126	audit	protected comparison	protected shell choice
P094	P131	audit	protected comparison	protected shell choice
P094	P137	audit	protected comparison	holdout may not represent deployment
P094	P140	audit	protected comparison	requires a representative protected shell
P094	P142	audit	protected comparison	requires a representative protected shell
P094	P145	audit	protected comparison	holdout may not represent deployment
P095	P022	audit	protected-selection comparison	holdout may not represent deployment
P095	P027	audit	protected-selection comparison	certificate failure is not universal impossibility
P095	P032	support	protected-selection comparison	support diagnostics do not create missing observations
P095	P040	audit	protected-selection comparison	requires a representative protected shell
P095	P042	audit	protected-selection comparison	declared loss may omit real consequences
P095	P047	audit	protected-selection comparison	current exposure does not cover every future path
P095	P048	audit	protected-selection comparison	requires a representative protected shell
P095	P051	audit	protected-selection comparison	holdout may not represent deployment
P095	P053	audit	protected-selection comparison	declared loss may omit real consequences
P095	P055	audit	protected-selection comparison	holdout may not represent deployment
P095	P064	audit	protected-selection comparison	protected shell choice
P095	P065	support	protected-selection comparison	grid and calibration remain operator-declared
P095	P069	audit	protected-selection comparison	holdout may not represent deployment
P095	P072	audit	protected-selection comparison	holdout may not represent deployment
P095	P078	audit	protected-selection comparison	protected shell choice
P095	P081	audit	protected-selection comparison	requires a representative protected shell
P095	P086	audit	protected-selection comparison	protected shell choice
P095	P090	support	protected-selection comparison	declared loss may omit real consequences
P095	P094	audit	protected-selection comparison	protected shell choice
P095	P097	audit	protected-selection comparison	protected shell choice
P095	P098	audit	protected-selection comparison	protected shell choice
P095	P106	audit	protected-selection comparison	holdout may not represent deployment
P095	P107	audit	protected-selection comparison	declared loss may omit real consequences
P095	P113	audit	protected-selection comparison	declared loss may omit real consequences
P095	P122	audit	protected-selection comparison	protected shell choice
P095	P123	audit	protected-selection comparison	protected shell choice
P095	P125	audit	protected-selection comparison	protected shell choice
P095	P126	audit	protected-selection comparison	protected shell choice
P095	P131	audit	protected-selection comparison	protected shell choice
P095	P137	audit	protected-selection comparison	holdout may not represent deployment
P095	P140	audit,support	protected-selection comparison	requires a representative protected shell
P095	P142	audit	protected-selection comparison	requires a representative protected shell
P095	P145	audit	protected-selection comparison	holdout may not represent deployment
P096	P009	acquisition	cost-aware measurement choice	channel model may be misspecified
P096	P021	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P054	acquisition	cost-aware measurement choice	certificate must not transfer outside its shell
P096	P057	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P070	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P074	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P079	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P083	acquisition	cost-aware measurement choice	channel model may be misspecified
P096	P109	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P111	acquisition	cost-aware measurement choice	channel model may be misspecified
P096	P136	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P138	acquisition,information	cost-aware measurement choice	channel model may be misspecified
P096	P144	acquisition	cost-aware measurement choice	channel model may be misspecified
P097	P022	audit	protected comparison	holdout may not represent deployment
P097	P027	audit	protected comparison	certificate failure is not universal impossibility
P097	P040	audit	protected comparison	requires a representative protected shell
P097	P042	audit	protected comparison	declared loss may omit real consequences
P097	P047	audit	protected comparison	current exposure does not cover every future path
P097	P048	audit	protected comparison	requires a representative protected shell
P097	P051	audit	protected comparison	holdout may not represent deployment
P097	P053	audit	protected comparison	declared loss may omit real consequences
P097	P055	audit	protected comparison	holdout may not represent deployment
P097	P064	audit	protected comparison	protected shell choice
P097	P069	audit	protected comparison	holdout may not represent deployment
P097	P072	audit	protected comparison	holdout may not represent deployment
P097	P078	audit	protected comparison	protected shell choice
P097	P081	audit	protected comparison	requires a representative protected shell
P097	P086	audit	protected comparison	protected shell choice
P097	P094	audit	protected comparison	protected shell choice
P097	P095	audit	protected comparison	requires a representative protected shell
P097	P098	audit	protected comparison	protected shell choice
P097	P106	audit	protected comparison	holdout may not represent deployment
P097	P107	audit	protected comparison	declared loss may omit real consequences
P097	P113	audit	protected comparison	declared loss may omit real consequences
P097	P122	audit	protected comparison	protected shell choice
P097	P123	audit	protected comparison	protected shell choice
P097	P125	audit	protected comparison	protected shell choice
P097	P126	audit	protected comparison	protected shell choice
P097	P131	audit	protected comparison	protected shell choice
P097	P137	audit	protected comparison	holdout may not represent deployment
P097	P140	audit	protected comparison	requires a representative protected shell
P097	P142	audit	protected comparison	requires a representative protected shell
P097	P145	audit	protected comparison	holdout may not represent deployment
P098	P022	audit	protected comparison	holdout may not represent deployment
P098	P027	audit	protected comparison	certificate failure is not universal impossibility
P098	P040	audit	protected comparison	requires a representative protected shell
P098	P042	audit	protected comparison	declared loss may omit real consequences
P098	P047	audit	protected comparison	current exposure does not cover every future path
P098	P048	audit	protected comparison	requires a representative protected shell
P098	P051	audit	protected comparison	holdout may not represent deployment
P098	P053	audit	protected comparison	declared loss may omit real consequences
P098	P055	audit	protected comparison	holdout may not represent deployment
P098	P064	audit	protected comparison	protected shell choice
P098	P069	audit	protected comparison	holdout may not represent deployment
P098	P072	audit	protected comparison	holdout may not represent deployment
P098	P078	audit	protected comparison	protected shell choice
P098	P081	audit	protected comparison	requires a representative protected shell
P098	P086	audit	protected comparison	protected shell choice
P098	P094	audit	protected comparison	protected shell choice
P098	P095	audit	protected comparison	requires a representative protected shell
P098	P097	audit	protected comparison	protected shell choice
P098	P106	audit	protected comparison	holdout may not represent deployment
P098	P107	audit	protected comparison	declared loss may omit real consequences
P098	P113	audit	protected comparison	declared loss may omit real consequences
P098	P122	audit	protected comparison	protected shell choice
P098	P123	audit	protected comparison	protected shell choice
P098	P125	audit	protected comparison	protected shell choice
P098	P126	audit	protected comparison	protected shell choice
P098	P131	audit	protected comparison	protected shell choice
P098	P137	audit	protected comparison	holdout may not represent deployment
P098	P140	audit	protected comparison	requires a representative protected shell
P098	P142	audit	protected comparison	requires a representative protected shell
P098	P145	audit	protected comparison	holdout may not represent deployment
P099	P033	allocation	budgeted selection	objective and resource prices require calibration
P100	P001	selection	feasibility-gated selection	declared score
P100	P002	selection	feasibility-gated selection	declared score
P100	P003	selection	feasibility-gated selection	declared score
P100	P004	selection	feasibility-gated selection	declared score
P100	P005	selection	feasibility-gated selection	declared score
P100	P006	selection	feasibility-gated selection	declared score
P100	P007	selection	feasibility-gated selection	declared score
P100	P008	selection	feasibility-gated selection	declared score
P100	P012	selection	feasibility-gated selection	declared score
P100	P013	selection	feasibility-gated selection	declared score
P100	P014	selection	feasibility-gated selection	declared score
P100	P015	selection	feasibility-gated selection	declared score
P100	P016	selection	feasibility-gated selection	declared score
P100	P017	selection	feasibility-gated selection	declared score
P100	P019	selection	feasibility-gated selection	declared score
P100	P028	selection	feasibility-gated selection	declared score
P100	P034	selection	feasibility-gated selection	declared score
P100	P035	selection	feasibility-gated selection	declared score
P100	P038	selection	feasibility-gated selection	declared score
P100	P039	selection	feasibility-gated selection	declared score
P100	P061	selection	feasibility-gated selection	declared score
P100	P067	selection	feasibility-gated selection	declared score
P100	P068	selection	feasibility-gated selection	declared score
P100	P077	selection	feasibility-gated selection	declared score
P100	P101	selection	feasibility-gated selection	declared score
P100	P102	selection	feasibility-gated selection	declared score
P100	P103	selection	feasibility-gated selection	declared score
P100	P104	selection	feasibility-gated selection	declared score
P100	P105	selection	feasibility-gated selection	declared score
P100	P116	selection	feasibility-gated selection	declared score
P100	P118	selection	feasibility-gated selection	declared score
P100	P120	selection	feasibility-gated selection	declared score
P100	P121	selection	feasibility-gated selection	declared score
P100	P124	selection	feasibility-gated selection	declared score
P100	P127	selection	feasibility-gated selection	declared score
P100	P128	selection	feasibility-gated selection	declared score
P100	P129	selection	feasibility-gated selection	declared score
P100	P130	selection	feasibility-gated selection	declared score
P100	P132	selection	feasibility-gated selection	declared score
P100	P133	selection	feasibility-gated selection	declared score
